date,namespace,cpu_used
2022-05-09,alpha,151.73803263279768
2022-05-10,alpha,277.68682564439143
2022-05-11,alpha,254.35275078719474
2022-05-12,alpha,205.52695261768255
2022-05-13,alpha,179.9663418334207
2022-05-14,alpha,234.403792850907
2022-05-15,alpha,385.72742597812976
2022-05-16,alpha,230.80073300518882
2022-05-17,alpha,279.6976554358415
2022-05-18,alpha,325.7547397237945
2022-05-19,alpha,240.9074005948235
2022-05-20,alpha,392.9455206802402
2022-05-21,alpha,390.6118237355278
2022-05-22,alpha,212.94557395634104
2022-05-23,alpha,274.3121264730963
2022-05-24,alpha,225.2195774541924
2022-05-25,alpha,221.2101235943669
2022-05-26,alpha,159.2217368386332
2022-05-27,alpha,302.3910834949742
2022-05-28,alpha,275.6697558072154
2022-05-29,alpha,162.86968781249735
2022-05-30,alpha,219.66161605915286
2022-05-31,alpha,377.06647149166344
2022-06-01,alpha,209.8904726667431
2022-06-02,alpha,186.22371802280577
2022-06-03,alpha,272.3631900693907
2022-06-04,alpha,396.41261352765014
2022-06-05,alpha,210.5138178778751
2022-06-06,alpha,318.0338868514697
2022-06-07,alpha,340.4049038321794
2022-06-08,alpha,209.4093859980999
2022-06-09,alpha,332.0540871529649
2022-06-10,alpha,241.9457831798133
2022-06-11,alpha,308.07645764839486
2022-06-12,alpha,308.38242769022366
2022-06-13,alpha,283.94367101868966
2022-06-14,alpha,172.57244251360208
2022-06-15,alpha,358.82562389730947
2022-06-16,alpha,230.19501624293395
2022-06-17,alpha,196.62962759996356
2022-06-18,alpha,160.19378538869097
2022-06-19,alpha,297.72323579706045
2022-06-20,alpha,319.3910904605706
2022-06-21,alpha,154.14695723196405
2022-06-22,alpha,278.02326457482025
2022-06-23,alpha,206.6239437994845
2022-06-24,alpha,311.29319760236245
2022-06-25,alpha,193.59160725124786
2022-06-26,alpha,322.7344345256165
2022-06-27,alpha,246.68383657513436
2022-06-28,alpha,384.1824971841836
2022-06-29,alpha,184.3802360364983
2022-06-30,alpha,235.26658776256463
2022-07-01,alpha,178.36838031014727
2022-07-02,alpha,381.1734045696407
2022-07-03,alpha,369.33483834524526
2022-07-04,alpha,214.4854069287889
2022-07-05,alpha,314.99601150854477
2022-07-06,alpha,354.30555005030396
2022-07-07,alpha,288.80020289986555
2022-07-08,alpha,282.4126445890016
2022-07-09,alpha,210.4630727251129
2022-07-10,alpha,173.2756919514748
2022-07-11,alpha,374.3039394883317
2022-07-12,alpha,375.10451429083264
2022-07-13,alpha,308.275364318317
2022-07-14,alpha,234.75744776217516
2022-07-15,alpha,237.3023936531652
2022-07-16,alpha,331.48891971755984
2022-07-17,alpha,374.27756498814426
2022-07-18,alpha,371.77160606627933
2022-07-19,alpha,344.96888646440595
2022-07-20,alpha,310.50791153857193
2022-07-21,alpha,171.0349912487622
2022-07-22,alpha,190.40717852365344
2022-07-23,alpha,374.63854713176977
2022-07-24,alpha,301.6072649148975
2022-07-25,alpha,152.29926290415742
2022-07-26,alpha,175.36788571650803
2022-07-27,alpha,315.8754422770139
2022-07-28,alpha,151.26539596155467
2022-07-29,alpha,190.20201285437466
2022-07-30,alpha,287.18344734164657
2022-07-31,alpha,322.9737994231733
2022-08-01,alpha,312.99031487565014
2022-08-02,alpha,206.06732736513993
2022-08-03,alpha,328.044805336884
2022-08-04,alpha,209.3122718742
2022-08-05,alpha,231.34992453981693
2022-08-06,alpha,336.622851279506
2022-08-07,alpha,312.4082247618037
2022-08-08,alpha,362.3058526235445
2022-08-09,alpha,314.40322307508586
2022-08-10,alpha,292.0771508338679
2022-08-11,alpha,173.41869195702313
2022-08-12,alpha,241.92895076485837
2022-08-13,alpha,216.30059192043137
2022-08-14,alpha,210.9974108447709
2022-08-15,alpha,393.2526386881114
2022-08-16,alpha,248.2744311666901
2022-08-17,alpha,373.0116387942783
2022-08-18,alpha,307.7846564993157
2022-08-19,alpha,348.7028258854121
2022-08-20,alpha,275.659273276298
2022-08-21,alpha,294.22597115658976
2022-08-22,alpha,273.12942345471595
2022-08-23,alpha,198.81074694951113
2022-08-24,alpha,330.6130288153763
2022-08-25,alpha,220.19309061021394
2022-08-26,alpha,156.07899160786346
2022-08-27,alpha,311.36807397679195
2022-08-28,alpha,194.27766985176223
2022-08-29,alpha,385.1146460882286
2022-08-30,alpha,388.48214425064685
2022-08-31,alpha,378.7160975551121
2022-09-01,alpha,242.5396750638611
2022-09-02,alpha,153.86415413221687
2022-09-03,alpha,382.07964064693135
2022-09-04,alpha,257.0460370793286
2022-09-05,alpha,391.6637047609174
2022-09-06,alpha,390.9049942723132
2022-09-07,alpha,363.25236386684
2022-09-08,alpha,223.61222301739642
2022-09-09,alpha,246.27443215048132
2022-09-10,alpha,362.78416787921424
2022-09-11,alpha,229.23050128906942
2022-09-12,alpha,192.37318667152311
2022-09-13,alpha,289.20031561458757
2022-09-14,alpha,384.03869354019525
2022-09-15,alpha,324.0074491687433
2022-09-16,alpha,292.51529252234127
2022-09-17,alpha,174.29412344269213
2022-09-18,alpha,303.7518066747924
2022-09-19,alpha,397.51346252606584
2022-09-20,alpha,185.021003809131
2022-09-21,alpha,279.5824130909342
2022-09-22,alpha,369.3432679819889
2022-09-23,alpha,335.19215443855114
2022-09-24,alpha,324.253935248817
2022-09-25,alpha,325.6210209967773
2022-09-26,alpha,239.8727878049388
2022-09-27,alpha,223.39796106612334
2022-09-28,alpha,352.3402888696284
2022-09-29,alpha,352.52834866979515
2022-09-30,alpha,366.7680796450259
2022-10-01,alpha,378.31013813911784
2022-10-02,alpha,277.8355997152345
2022-10-03,alpha,275.3790736717999
2022-10-04,alpha,349.5737947416938
2022-10-05,alpha,312.4909826944413
2022-10-06,alpha,325.49171931442584
2022-10-07,alpha,348.94816735902526
2022-10-08,alpha,372.50133545439155
2022-10-09,alpha,234.49878921288393
2022-10-10,alpha,243.89573815998602
2022-10-11,alpha,173.49548496021725
2022-10-12,alpha,294.5700352490435
2022-10-13,alpha,158.9855684491855
2022-10-14,alpha,266.399504533115
2022-10-15,alpha,285.66115867689416
2022-10-16,alpha,221.6353130320711
2022-10-17,alpha,297.7083151422527
2022-10-18,alpha,157.62506248476237
2022-10-19,alpha,159.3370471873036
2022-10-20,alpha,355.65014016491455
2022-10-21,alpha,240.04766035281574
2022-10-22,alpha,181.7651281629712
2022-10-23,alpha,280.56081501370113
2022-10-24,alpha,342.4983882746527
2022-10-25,alpha,203.9552568742108
2022-10-26,alpha,305.72261895475003
2022-10-27,alpha,171.336866248442
2022-10-28,alpha,162.92043029215193
2022-10-29,alpha,282.83865789203696
2022-10-30,alpha,285.15878040252665
2022-10-31,alpha,309.35747537455165
2022-11-01,alpha,331.5228334306654
2022-11-02,alpha,393.96301986563367
2022-11-03,alpha,279.0750870752988
2022-11-04,alpha,230.73911823531148
2022-11-05,alpha,348.7965486921759
2022-11-06,alpha,217.70806281551856
2022-11-07,alpha,259.742855176409
2022-11-08,alpha,169.6140953355665
2022-11-09,alpha,156.33768585386437
2022-11-10,alpha,390.66210366948127
2022-11-11,alpha,358.99503012805144
2022-11-12,alpha,323.99355152342446
2022-11-13,alpha,252.2382361035675
2022-11-14,alpha,193.32358001771144
2022-11-15,alpha,189.1092606677715
2022-11-16,alpha,212.56072454114883
2022-11-17,alpha,287.30666617653014
2022-11-18,alpha,328.6489806750156
2022-11-19,alpha,315.0493441794328
2022-11-20,alpha,219.9834742364857
2022-11-21,alpha,388.7163201657985
2022-11-22,alpha,334.47422917394215
2022-11-23,alpha,288.5885131278502
2022-11-24,alpha,302.93018655858805
2022-11-25,alpha,254.90001560694748
2022-11-26,alpha,211.93274737528935
2022-11-27,alpha,238.99316966281538
2022-11-28,alpha,339.46152761609227
2022-11-29,alpha,153.59837215743897
2022-11-30,alpha,179.01816012672907
2022-12-01,alpha,161.5006605054382
2022-12-02,alpha,160.18220057974253
2022-12-03,alpha,363.86514600275177
2022-12-04,alpha,325.9144648450059
2022-12-05,alpha,268.5434572718313
2022-12-06,alpha,174.45854016275038
2022-12-07,alpha,272.90396877920807
2022-12-08,alpha,268.36794269514144
2022-12-09,alpha,193.3004674775038
2022-12-10,alpha,258.4629123094933
2022-12-11,alpha,249.62618359934336
2022-12-12,alpha,303.9625245130541
2022-12-13,alpha,308.7734127169109
2022-12-14,alpha,161.32600244301113
2022-12-15,alpha,243.6531536566178
2022-12-16,alpha,306.4649789285591
2022-12-17,alpha,275.78406464502194
2022-12-18,alpha,364.1224602970806
2022-12-19,alpha,314.6734079047362
2022-12-20,alpha,190.73360677035743
2022-12-21,alpha,167.64218685010746
2022-12-22,alpha,310.6048195515789
2022-12-23,alpha,156.62782763540545
2022-12-24,alpha,296.44389531836583
2022-12-25,alpha,385.0575603562394
2022-12-26,alpha,293.86854446896973
2022-12-27,alpha,247.0424815516305
2022-12-28,alpha,310.8220546105883
2022-12-29,alpha,264.56322262287915
2022-12-30,alpha,286.40419732898374
2022-12-31,alpha,385.3662021941313
2023-01-01,alpha,246.52565945019356
2023-01-02,alpha,390.2976409559785
2023-01-03,alpha,376.33766048901595
2023-01-04,alpha,198.9477836973241
2023-01-05,alpha,167.34032521879135
2023-01-06,alpha,175.19450034435667
2023-01-07,alpha,154.55545641288742
2023-01-08,alpha,173.6107401889821
2023-01-09,alpha,320.7516933540892
2023-01-10,alpha,167.79716211505723
2023-01-11,alpha,229.7439075734403
2023-01-12,alpha,361.2188277423636
2023-01-13,alpha,155.81798393395647
2023-01-14,alpha,353.61712064723395
2023-01-15,alpha,220.46369369334997
2023-01-16,alpha,179.54120690541407
2023-01-17,alpha,324.1842913410377
2023-01-18,alpha,307.235711694971
2023-01-19,alpha,369.36800338176323
2023-01-20,alpha,333.7677609509715
2023-01-21,alpha,350.87023259621213
2023-01-22,alpha,220.50864314282663
2023-01-23,alpha,194.3598859449307
2023-01-24,alpha,337.65368791021456
2023-01-25,alpha,351.708684816816
2023-01-26,alpha,397.62628550016836
2023-01-27,alpha,253.15441922785664
2023-01-28,alpha,243.0045214481958
2023-01-29,alpha,344.1032401854992
2023-01-30,alpha,235.20088506325447
2023-01-31,alpha,382.6893314008912
2023-02-01,alpha,364.60318796075296
2023-02-02,alpha,257.24850684375457
2023-02-03,alpha,337.71776694787434
2023-02-04,alpha,338.6357185211706
2023-02-05,alpha,175.78096720898316
2023-02-06,alpha,375.63822666989165
2023-02-07,alpha,276.3130931119643
2023-02-08,alpha,356.61436652693544
2023-02-09,alpha,230.01240025765293
2023-02-10,alpha,373.8808071240501
2023-02-11,alpha,247.30041968354078
2023-02-12,alpha,152.7094128700746
2023-02-13,alpha,376.3454941048159
2023-02-14,alpha,172.82166919653338
2023-02-15,alpha,229.8284093976037
2023-02-16,alpha,387.51549176270123
2023-02-17,alpha,387.651786734389
2023-02-18,alpha,293.3594720308215
2023-02-19,alpha,307.95930304244985
2023-02-20,alpha,262.11138049458
2023-02-21,alpha,223.30269292451612
2023-02-22,alpha,232.16613634247898
2023-02-23,alpha,318.12961401925963
2023-02-24,alpha,338.09363235942
2023-02-25,alpha,347.89476093146214
2023-02-26,alpha,347.4045356986385
2023-02-27,alpha,172.8015257621726
2023-02-28,alpha,273.60507617564537
2023-03-01,alpha,164.38969000416108
2023-03-02,alpha,287.3822205809339
2023-03-03,alpha,260.3826253433443
2023-03-04,alpha,371.92604568957495
2023-03-05,alpha,237.72875313801967
2023-03-06,alpha,179.26675410690146
2023-03-07,alpha,185.74792051320895
2023-03-08,alpha,340.37765792936807
2023-03-09,alpha,304.5545158290653
2023-03-10,alpha,175.28066903069757
2023-03-11,alpha,171.02670152874936
2023-03-12,alpha,325.24228286478
2023-03-13,alpha,168.19075159104838
2023-03-14,alpha,355.46501482258907
2023-03-15,alpha,326.56055678912406
2023-03-16,alpha,170.33719516047495
2023-03-17,alpha,171.20942852129798
2023-03-18,alpha,396.6598946252939
2023-03-19,alpha,243.5676989390301
2023-03-20,alpha,242.66053676672271
2023-03-21,alpha,353.19989181437563
2023-03-22,alpha,386.81214434596467
2023-03-23,alpha,396.50026595571774
2023-03-24,alpha,338.3445463147354
2023-03-25,alpha,244.06489638272893
2023-03-26,alpha,170.87517917466718
2023-03-27,alpha,344.2867289818592
2023-03-28,alpha,289.60106243395126
2023-03-29,alpha,256.0555023117441
2023-03-30,alpha,376.588596273684
2023-03-31,alpha,177.79937057653783
2023-04-01,alpha,273.1562760727148
2023-04-02,alpha,152.83841119185476
2023-04-03,alpha,267.1651604985316
2023-04-04,alpha,164.07581892045934
2023-04-05,alpha,179.70447906701799
2023-04-06,alpha,179.38156169427623
2023-04-07,alpha,312.3025755290159
2023-04-08,alpha,336.51121981635583
2023-04-09,alpha,295.8421912742899
2023-04-10,alpha,390.5431371186355
2023-04-11,alpha,243.717644880926
2023-04-12,alpha,221.42802157046518
2023-04-13,alpha,367.1497820473651
2023-04-14,alpha,205.89895962986316
2023-04-15,alpha,390.80563486015285
2023-04-16,alpha,153.03861867245408
2023-04-17,alpha,392.46970667690977
2023-04-18,alpha,160.78997798764402
2023-04-19,alpha,372.78577842451773
2023-04-20,alpha,281.92527727157494
2023-04-21,alpha,398.2411990298251
2023-04-22,alpha,168.44914118384972
2023-04-23,alpha,288.4635711003302
2023-04-24,alpha,392.32563390477475
2023-04-25,alpha,280.7744610425372
2023-04-26,alpha,307.3496595338156
2023-04-27,alpha,323.9371722461543
2023-04-28,alpha,263.6352661919433
2023-04-29,alpha,306.88952002101587
2023-04-30,alpha,296.0785779807751
2023-05-01,alpha,375.28950262274725
2023-05-02,alpha,161.36159508536446
2023-05-03,alpha,220.24079739805757
2023-05-04,alpha,387.6028710191397
2023-05-05,alpha,372.5659459727291
2023-05-06,alpha,263.9141881964282
2023-05-07,alpha,305.03314945038414
2023-05-08,alpha,219.34529574528318
2023-05-09,alpha,197.03028993094034
2023-05-10,alpha,265.9246012349955
2023-05-11,alpha,238.33805700651322
2023-05-12,alpha,295.914027962718
2023-05-13,alpha,169.4336592412462
2023-05-14,alpha,393.5987019165416
2023-05-15,alpha,396.5526861199007
2023-05-16,alpha,324.54042850493624
2023-05-17,alpha,284.02409158603007
2023-05-18,alpha,227.38190407158194
2023-05-19,alpha,353.44875492673714
2023-05-20,alpha,321.18279313846983
2023-05-21,alpha,190.65423483622283
2023-05-22,alpha,377.73179612346064
2023-05-23,alpha,355.6343107307922
2023-05-24,alpha,387.449978322981
2023-05-25,alpha,331.42987709708996
2023-05-26,alpha,303.35379898394746
2023-05-27,alpha,254.56075907265472
2023-05-28,alpha,383.18212083850335
2023-05-29,alpha,366.5159723751021
2023-05-30,alpha,161.30466752654735
2023-05-31,alpha,156.591743624313
2023-06-01,alpha,244.1158417195124
2023-06-02,alpha,352.6383326954582
2023-06-03,alpha,396.8190323287361
2023-06-04,alpha,187.60422277588205
2023-06-05,alpha,298.5326788380338
2023-06-06,alpha,245.22271415775538
2023-06-07,alpha,392.47859945365076
2023-06-08,alpha,360.52973078392716
2023-06-09,alpha,359.5821761777845
2023-06-10,alpha,267.17328994874254
2023-06-11,alpha,253.7048755844163
2023-06-12,alpha,218.35176798267656
2023-06-13,alpha,164.09387416273177
2023-06-14,alpha,366.1805940637633
2023-06-15,alpha,353.22525228251936
2023-06-16,alpha,399.92941832153264
2023-06-17,alpha,399.15920926847633
2023-06-18,alpha,288.8579264006569
2023-06-19,alpha,342.24685379512766
2023-06-20,alpha,386.19143247060697
2023-06-21,alpha,362.4118476693528
2023-06-22,alpha,211.8370254357994
2023-06-23,alpha,262.63603382752336
2023-06-24,alpha,182.28985378787374
2023-06-25,alpha,388.5127568146806
2023-06-26,alpha,301.54365861272004
2023-06-27,alpha,207.16070137586567
2023-06-28,alpha,317.9251711014642
2023-06-29,alpha,304.53206011447395
2023-06-30,alpha,239.54067950821013
2023-07-01,alpha,178.38939804990724
2023-07-02,alpha,317.8932988981999
2023-07-03,alpha,280.07692522594834
2023-07-04,alpha,343.07959793390984
2023-07-05,alpha,280.04087527799834
2023-07-06,alpha,363.04537507963505
2023-07-07,alpha,287.9767096936214
2023-07-08,alpha,290.23449288384654
2023-07-09,alpha,369.1634006645862
2023-07-10,alpha,250.87071655309927
2023-07-11,alpha,183.50380711266018
2023-07-12,alpha,157.19566907833473
2023-07-13,alpha,338.7843139184048
2023-07-14,alpha,305.0773878383662
2023-07-15,alpha,326.0199420248059
2023-07-16,alpha,203.24104037722768
2023-07-17,alpha,184.09286889669244
2023-07-18,alpha,153.63616641697047
2023-07-19,alpha,237.64688970164923
2023-07-20,alpha,297.47942171365827
2023-07-21,alpha,248.0610112749331
2023-07-22,alpha,259.36873050593226
2023-07-23,alpha,376.0396736234371
2023-07-24,alpha,237.06386675582507
2023-07-25,alpha,278.4973722899527
2023-07-26,alpha,345.9132531852858
2023-07-27,alpha,249.13569558031753
2023-07-28,alpha,305.5216750569684
2023-07-29,alpha,365.59092718668626
2023-07-30,alpha,387.3801559144105
2023-07-31,alpha,186.76837023225949
2023-08-01,alpha,381.64690629037364
2023-08-02,alpha,273.0290732698845
2023-08-03,alpha,214.5610970747396
2023-08-04,alpha,264.78393905956534
2023-08-05,alpha,395.00814382136923
2023-08-06,alpha,273.1545234982174
2023-08-07,alpha,232.18790257187703
2023-08-08,alpha,308.35021357918146
2023-08-09,alpha,210.03640469454825
2023-08-10,alpha,168.965832027166
2023-08-11,alpha,182.2199304776623
2023-08-12,alpha,182.01145973944313
2023-08-13,alpha,187.9756733780736
2023-08-14,alpha,184.70679316235254
2023-08-15,alpha,310.21868620080363
2023-08-16,alpha,195.4700210997862
2023-08-17,alpha,236.4168208309658
2023-08-18,alpha,374.19710247650295
2023-08-19,alpha,268.4904100657181
2023-08-20,alpha,316.8894346302568
2023-08-21,alpha,193.07996780040747
2023-08-22,alpha,198.0722547021677
2023-08-23,alpha,160.2171540666197
2023-08-24,alpha,192.23376576804114
2023-08-25,alpha,219.64758475798965
2023-08-26,alpha,194.25262106918672
2023-08-27,alpha,172.1756334392639
2023-08-28,alpha,180.1589677751502
2023-08-29,alpha,265.19469200818145
2023-08-30,alpha,201.58342960144813
2023-08-31,alpha,241.06746526201886
2023-09-01,alpha,275.85431771371424
2023-09-02,alpha,322.5987071573413
2023-09-03,alpha,159.82803496027475
2023-09-04,alpha,349.85259972726067
2023-09-05,alpha,306.97509737272696
2023-09-06,alpha,170.43975798721797
2023-09-07,alpha,368.3946560266943
2023-09-08,alpha,380.2181001329533
2023-09-09,alpha,165.26948996371593
2023-09-10,alpha,219.21941203680092
2023-09-11,alpha,351.5503199482653
2023-09-12,alpha,337.0649225959146
2023-09-13,alpha,196.13025483909433
2023-09-14,alpha,202.33733083417758
2023-09-15,alpha,242.6180256978455
2023-09-16,alpha,271.1307462977553
2023-09-17,alpha,304.563692882574
2023-09-18,alpha,242.2284098924431
2023-09-19,alpha,265.63367903328697
2023-09-20,alpha,336.86773453343915
2023-09-21,alpha,159.17080072264946
2023-09-22,alpha,213.10923608600518
2023-09-23,alpha,328.3373964711381
2023-09-24,alpha,373.80170942179984
2023-09-25,alpha,277.9193605289165
2023-09-26,alpha,283.0283713163289
2023-09-27,alpha,176.79300283494402
2023-09-28,alpha,261.8530917058637
2023-09-29,alpha,283.1543166137558
2023-09-30,alpha,210.6176259086824
2023-10-01,alpha,217.31080773734524
2023-10-02,alpha,244.32104077615566
2023-10-03,alpha,155.0177994444316
2023-10-04,alpha,230.51979139579458
2023-10-05,alpha,202.86200174913617
2023-10-06,alpha,231.87433804447866
2023-10-07,alpha,179.9405329548128
2023-10-08,alpha,372.6318201849738
2023-10-09,alpha,298.3981133885122
2023-10-10,alpha,319.7755797861224
2023-10-11,alpha,347.29280965183455
2023-10-12,alpha,274.6105497322643
2023-10-13,alpha,171.73007202185593
2023-10-14,alpha,284.2766354546369
2023-10-15,alpha,296.7102795052198
2023-10-16,alpha,336.3598685460825
2023-10-17,alpha,257.91488655741983
2023-10-18,alpha,181.89507569889093
2023-10-19,alpha,220.94397644968112
2023-10-20,alpha,240.77057409965877
2023-10-21,alpha,311.4793103329003
2023-10-22,alpha,292.694576167228
2023-10-23,alpha,239.02418147446156
2023-10-24,alpha,396.62881219824493
2023-10-25,alpha,301.4437048392218
2023-10-26,alpha,209.30669793399863
2023-10-27,alpha,175.44561815510093
2023-10-28,alpha,188.214784796083
2023-10-29,alpha,211.48943209612702
2023-10-30,alpha,190.17034331488892
2023-10-31,alpha,196.64175601282645
2023-11-01,alpha,221.27379217346177
2023-11-02,alpha,193.34339882368872
2023-11-03,alpha,374.1913561566063
2023-11-04,alpha,170.05843641541054
2023-11-05,alpha,281.1278473925637
2023-11-06,alpha,252.5992067474154
2023-11-07,alpha,395.59465422715164
2023-11-08,alpha,178.0097255420131
2023-11-09,alpha,249.4638997614354
2023-11-10,alpha,392.3676083188422
2023-11-11,alpha,366.37678147349504
2023-11-12,alpha,354.26801773731995
2023-11-13,alpha,214.47570676123496
2023-11-14,alpha,192.72189684751646
2023-11-15,alpha,317.16080498110773
2023-11-16,alpha,382.34399728189646
2023-11-17,alpha,289.1907232534825
2023-11-18,alpha,292.90317236747495
2023-11-19,alpha,219.99477341507105
2023-11-20,alpha,342.37323329798426
2023-11-21,alpha,196.76093713938084
2023-11-22,alpha,230.91980910106093
2023-11-23,alpha,256.3591096541042
2023-11-24,alpha,276.9025946711138
2023-11-25,alpha,210.60243310377007
2023-11-26,alpha,178.70920618480088
2023-11-27,alpha,302.6550106104081
2023-11-28,alpha,222.15763831006393
2023-11-29,alpha,295.30955535565306
2023-11-30,alpha,188.59067881855057
2023-12-01,alpha,270.28502546370436
2023-12-02,alpha,283.1473581378965
2023-12-03,alpha,162.95588420560674
2023-12-04,alpha,234.15106954848017
2023-12-05,alpha,183.60366923474356
2023-12-06,alpha,165.84374261819192
2023-12-07,alpha,397.4900580974863
2023-12-08,alpha,230.58846124368074
2023-12-09,alpha,352.4686114636587
2023-12-10,alpha,213.66016369094098
2023-12-11,alpha,320.3756805559823
2023-12-12,alpha,340.0569649724216
2023-12-13,alpha,298.90968515196107
2023-12-14,alpha,267.8940471375396
2023-12-15,alpha,252.9602285368171
2023-12-16,alpha,237.21706663574884
2023-12-17,alpha,382.38228606195645
2023-12-18,alpha,357.6548519469323
2023-12-19,alpha,391.25672766662814
2023-12-20,alpha,181.07430587138617
2023-12-21,alpha,332.7168688009111
2023-12-22,alpha,384.58511420525946
2023-12-23,alpha,195.30826654141504
2023-12-24,alpha,166.62406684169437
2023-12-25,alpha,335.2801623225148
2023-12-26,alpha,293.618278294978
2023-12-27,alpha,360.457194189568
2023-12-28,alpha,184.94309415657239
2023-12-29,alpha,348.81682796497256
2023-12-30,alpha,200.40683001193614
2023-12-31,alpha,190.9139857164261
2024-01-01,alpha,191.06644948274823
2024-01-02,alpha,353.64368005784553
2024-01-03,alpha,316.29930517405
2024-01-04,alpha,280.76635619227983
2024-01-05,alpha,239.70762103087563
2024-01-06,alpha,369.3001352032771
2024-01-07,alpha,248.11127685565884
